PharmaName,GEOID,B01001_030E,B01001_031E,B01001_032E,B01001_033E,B01001_034E,B01001_035E,B01001_036E,B01001_037E,B01001_038E,B01001_039E,TotalWomen
U SAVE IT PHARMACY,37175960602,9.0,0.0,0.0,0.0,6.0,58.0,29.0,13.0,22.0,0.0,137.0
UNITED PHARMACY SERVICES OF NORTH CAROLINA,37183053808,82.0,16.0,0.0,11.0,52.0,65.0,207.0,92.0,168.0,95.0,788.0
UNITED STATES DEPARTMENT OF VETERANS AFFAIRS - WINSTON-SALEM SATELLITE OUTPATIENT CLINIC,74134006623,143.0,38.0,0.0,4.0,94.0,151.0,320.0,142.0,167.0,105.0,1164.0
UNIVERSITY OF NORTH CAROLINA AT GREENSBORO STUDENT HEALTH PHARMACY,37081015302,204.0,70.0,0.0,114.0,87.0,155.0,34.0,146.0,240.0,288.0,1338.0
UNIVERSITY OF NORTH CAROLINA HOSPITALS AT CHAPEL HILL,37063002021,61.0,69.0,0.0,0.0,125.0,400.0,264.0,326.0,73.0,98.0,1416.0
UPCHURCH DRUG,37135011002,104.0,34.0,0.0,38.0,69.0,160.0,49.0,85.0,438.0,80.0,1057.0
US BIOSERVICES,37119001917,71.0,38.0,0.0,0.0,133.0,169.0,233.0,70.0,173.0,245.0,1132.0
VANCEBORO PHARMACY,37107011100,107.0,67.0,136.0,20.0,153.0,174.0,178.0,24.0,227.0,179.0,1265.0
VIEWMONT PHARMACY,111155092104,141.0,60.0,76.0,30.0,141.0,534.0,243.0,327.0,357.0,331.0,2240.0
VILLAGE APOTHECARY,74251900809,142.0,62.0,16.0,0.0,26.0,139.0,459.0,253.0,192.0,220.0,1509.0
VILLAGE PHARMACY,111429901702,163.0,214.0,0.0,24.0,103.0,256.0,125.0,168.0,147.0,372.0,1572.0
VILLAGE PHARMACY OF WAKE FOREST,37069060703,45.0,0.0,0.0,0.0,13.0,27.0,24.0,172.0,93.0,42.0,416.0
VILLAGE PRESCRIPTION CENTER,74148031711,63.0,76.0,0.0,92.0,211.0,237.0,295.0,110.0,231.0,198.0,1513.0
WAKE FOREST UNIVERSITY BAPTIST MEDICAL CENTER PHARMACY,74134007320,72.0,109.0,17.0,66.0,248.0,249.0,381.0,387.0,508.0,296.0,2333.0
WAKE FOREST UNIVERSITY STUDENT HEALTH SERVICE PHARMACY,74278066512,251.0,68.0,0.0,44.0,95.0,258.0,276.0,287.0,581.0,743.0,2603.0
WAKEMED CARY HOSPITAL PHARMACY,37183054501,76.0,30.0,50.0,30.0,172.0,420.0,561.0,180.0,297.0,43.0,1859.0
WAL-MART - 1064,37027031201,90.0,11.0,13.0,0.0,36.0,75.0,81.0,164.0,85.0,131.0,686.0
WAL-MART - 1166,37017950401,40.0,61.0,0.0,33.0,11.0,178.0,202.0,83.0,18.0,133.0,759.0
WAL-MART - 1209,74218140403,339.0,153.0,18.0,61.0,83.0,490.0,345.0,270.0,267.0,321.0,2347.0
WAL-MART - 1217,222447682007,363.0,103.0,115.0,44.0,280.0,243.0,404.0,407.0,391.0,542.0,2892.0
WAL-MART - 1452,111391979043,466.0,100.0,71.0,10.0,153.0,399.0,472.0,492.0,344.0,470.0,2977.0
WAL-MART - 1498,37081015201,112.0,87.0,0.0,0.0,147.0,139.0,103.0,237.0,165.0,274.0,1264.0
WAL-MART - 1579,111405851803,302.0,75.0,95.0,28.0,195.0,476.0,569.0,88.0,440.0,417.0,2685.0
WAL-MART - 1614,37069060502,209.0,102.0,44.0,58.0,29.0,337.0,310.0,190.0,252.0,536.0,2067.0
WAL-MART - 1694,37111970200,109.0,98.0,10.0,53.0,25.0,224.0,81.0,158.0,92.0,91.0,941.0
WAL-MART - 1751,37183054304,99.0,38.0,0.0,40.0,0.0,84.0,189.0,69.0,174.0,278.0,971.0
WAL-MART - 1795,37113970100,65.0,46.0,0.0,26.0,116.0,32.0,27.0,79.0,133.0,102.0,626.0
WAL-MART - 1816,148586175427,333.0,401.0,318.0,206.0,688.0,637.0,504.0,427.0,700.0,715.0,4929.0
WAL-MART - 1821,37119001924,64.0,0.0,0.0,34.0,66.0,20.0,48.0,62.0,44.0,36.0,374.0
WAL-MART - 1950,111363831202,85.0,76.0,0.0,19.0,120.0,497.0,565.0,269.0,400.0,231.0,2262.0
WAL-MART - 1953,37127010900,261.0,28.0,17.0,53.0,42.0,163.0,181.0,57.0,311.0,145.0,1258.0
WAL-MART - 2000,37143920202,28.0,9.0,28.0,10.0,9.0,104.0,130.0,60.0,72.0,118.0,568.0
WAL-MART - 2134,111309042524,374.0,91.0,84.0,37.0,179.0,386.0,451.0,635.0,470.0,475.0,3182.0
WAL-MART - 2137,74270023109,111.0,81.0,0.0,15.0,240.0,296.0,113.0,191.0,250.0,262.0,1559.0
WAL-MART - 2247,37183053427,196.0,20.0,49.0,108.0,21.0,193.0,188.0,135.0,135.0,136.0,1181.0
WAL-MART - 2496,74383881101,159.0,467.0,331.0,159.0,411.0,384.0,98.0,206.0,218.0,153.0,2586.0
WAL-MART - 3889,111549159022,202.0,53.0,21.0,47.0,133.0,159.0,390.0,424.0,268.0,520.0,2217.0
WAL-MART SUPERCENTER - 1010,111385984220,392.0,299.0,64.0,47.0,141.0,342.0,411.0,649.0,310.0,315.0,2970.0
WAL-MART SUPERCENTER - 1027,185405114930,133.0,87.0,84.0,57.0,145.0,216.0,363.0,429.0,412.0,338.0,2264.0
WAL-MART SUPERCENTER - 1034,37071031902,40.0,20.0,0.0,0.0,0.0,0.0,39.0,60.0,0.0,35.0,194.0
WAL-MART SUPERCENTER - 1039,111353831102,235.0,84.0,112.0,10.0,279.0,238.0,170.0,172.0,304.0,112.0,1716.0
WAL-MART SUPERCENTER - 1096,111197155702,199.0,143.0,4.0,105.0,247.0,426.0,461.0,322.0,258.0,250.0,2415.0
WAL-MART SUPERCENTER - 1132,74188051105,146.0,119.0,59.0,18.0,256.0,76.0,313.0,168.0,295.0,178.0,1628.0
WAL-MART SUPERCENTER - 1133,37123960301,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,89.0,197.0
WAL-MART SUPERCENTER - 1155,74319931705,91.0,33.0,45.0,0.0,67.0,70.0,178.0,125.0,103.0,138.0,850.0
WAL-MART SUPERCENTER - 1191,37001020901,28.0,4.0,24.0,16.0,38.0,142.0,77.0,215.0,10.0,81.0,635.0
WAL-MART SUPERCENTER - 1236,37191001900,61.0,84.0,12.0,39.0,52.0,117.0,73.0,222.0,172.0,77.0,909.0
WAL-MART SUPERCENTER - 1238,74112091201,76.0,157.0,15.0,64.0,62.0,72.0,95.0,210.0,100.0,147.0,998.0
WAL-MART SUPERCENTER - 1255,37165010102,109.0,45.0,49.0,11.0,73.0,161.0,195.0,113.0,131.0,180.0,1067.0
WAL-MART SUPERCENTER - 1261,222498891522,88.0,254.0,285.0,148.0,410.0,420.0,439.0,304.0,286.0,230.0,2864.0
WAL-MART SUPERCENTER - 1287,74082034008,495.0,21.0,217.0,84.0,314.0,747.0,832.0,658.0,642.0,598.0,4608.0
WAL-MART SUPERCENTER - 1288,111434941702,211.0,28.0,22.0,47.0,104.0,325.0,293.0,204.0,320.0,270.0,1824.0
WAL-MART SUPERCENTER - 1290,37189920800,38.0,0.0,8.0,23.0,69.0,47.0,33.0,72.0,119.0,102.0,511.0
WAL-MART SUPERCENTER - 1298,74093061405,117.0,120.0,11.0,16.0,122.0,128.0,92.0,57.0,114.0,231.0,1008.0
WAL-MART SUPERCENTER - 1312,148365907905,114.0,249.0,46.0,59.0,300.0,485.0,380.0,421.0,210.0,178.0,2442.0
WAL-MART SUPERCENTER - 1321,37101040700,63.0,46.0,28.0,0.0,91.0,47.0,117.0,98.0,151.0,182.0,823.0
WAL-MART SUPERCENTER - 1322,74114123405,142.0,24.0,165.0,0.0,96.0,113.0,193.0,71.0,117.0,150.0,1071.0
WAL-MART SUPERCENTER - 1337,74363031406,26.0,26.0,21.0,17.0,153.0,155.0,46.0,41.0,192.0,241.0,918.0
WAL-MART SUPERCENTER - 1348,74258023911,52.0,8.0,16.0,13.0,196.0,128.0,161.0,92.0,200.0,234.0,1100.0
WAL-MART SUPERCENTER - 1354,111395041514,263.0,133.0,88.0,32.0,247.0,585.0,682.0,834.0,558.0,629.0,4051.0
WAL-MART SUPERCENTER - 1355,37031970503,11.0,0.0,8.0,4.0,8.0,84.0,67.0,63.0,114.0,50.0,409.0
WAL-MART SUPERCENTER - 1379,37147000504,7.0,141.0,272.0,398.0,98.0,245.0,79.0,80.0,23.0,6.0,1349.0
WAL-MART SUPERCENTER - 1385,111261068801,88.0,49.0,75.0,12.0,59.0,240.0,181.0,281.0,143.0,267.0,1395.0
WAL-MART SUPERCENTER - 1392,37129010100,18.0,74.0,28.0,45.0,0.0,65.0,52.0,171.0,67.0,14.0,534.0
WAL-MART SUPERCENTER - 1464,37119002004,72.0,0.0,0.0,26.0,66.0,112.0,426.0,39.0,220.0,179.0,1140.0
WAL-MART SUPERCENTER - 1502,148471780806,166.0,101.0,81.0,251.0,159.0,403.0,304.0,214.0,247.0,510.0,2436.0
WAL-MART SUPERCENTER - 1558,148548890904,401.0,148.0,99.0,44.0,201.0,212.0,407.0,266.0,396.0,399.0,2573.0
WAL-MART SUPERCENTER - 1661,37107010700,38.0,0.0,0.0,0.0,21.0,61.0,4.0,58.0,60.0,142.0,384.0
WAL-MART SUPERCENTER - 1663,111129925707,195.0,162.0,122.0,62.0,246.0,494.0,267.0,456.0,630.0,355.0,2989.0
WAL-MART SUPERCENTER - 1767,37019020505,45.0,56.0,17.0,0.0,74.0,114.0,83.0,21.0,60.0,135.0,605.0
WAL-MART SUPERCENTER - 1774,37105030402,192.0,66.0,60.0,19.0,67.0,132.0,468.0,104.0,294.0,174.0,1576.0
WAL-MART SUPERCENTER - 2005,111075123505,218.0,149.0,0.0,16.0,141.0,759.0,384.0,466.0,474.0,425.0,3032.0
WAL-MART SUPERCENTER - 2058,37183054403,18.0,28.0,0.0,15.0,69.0,139.0,134.0,186.0,105.0,126.0,820.0
WAL-MART SUPERCENTER - 2256,37181960500,58.0,18.0,56.0,29.0,233.0,96.0,79.0,195.0,18.0,64.0,846.0
WAL-MART SUPERCENTER - 2440,74273910702,165.0,39.0,88.0,29.0,260.0,172.0,176.0,319.0,129.0,131.0,1508.0
WAL-MART SUPERCENTER - 2580,74112091905,181.0,164.0,43.0,33.0,391.0,376.0,563.0,682.0,451.0,358.0,3242.0
WAL-MART SUPERCENTER - 2749,74142041001,158.0,162.0,137.0,13.0,166.0,202.0,151.0,214.0,152.0,250.0,1605.0
WAL-MART SUPERCENTER - 2772,148076081835,161.0,44.0,6.0,0.0,34.0,137.0,265.0,223.0,301.0,406.0,1577.0
WAL-MART SUPERCENTER - 2908,37123960102,167.0,18.0,69.0,29.0,221.0,87.0,51.0,123.0,256.0,112.0,1133.0
WAL-MART SUPERCENTER - 2929,111421911011,101.0,86.0,29.0,66.0,180.0,344.0,272.0,312.0,142.0,140.0,1672.0
WAL-MART SUPERCENTER - 3289,37171931002,182.0,37.0,14.0,42.0,68.0,192.0,164.0,226.0,196.0,134.0,1255.0
WAL-MART SUPERCENTER - 3304,37077970102,101.0,17.0,71.0,18.0,65.0,289.0,76.0,97.0,62.0,90.0,886.0
WAL-MART SUPERCENTER - 3305,297037023708,394.0,337.0,189.0,194.0,620.0,543.0,735.0,738.0,929.0,1130.0,5809.0
WAL-MART SUPERCENTER - 3371,259641135821,325.0,203.0,101.0,43.0,354.0,1163.0,730.0,496.0,691.0,645.0,4751.0
WAL-MART SUPERCENTER - 3503,37057061203,126.0,0.0,0.0,13.0,73.0,264.0,198.0,29.0,13.0,141.0,857.0
WAL-MART SUPERCENTER - 3595,148204006006,248.0,189.0,103.0,74.0,362.0,333.0,754.0,421.0,443.0,350.0,3277.0
WAL-MART SUPERCENTER - 3612,37001020100,46.0,36.0,17.0,11.0,71.0,207.0,187.0,137.0,125.0,111.0,948.0
WAL-MART SUPERCENTER - 3626,74148019818,131.0,48.0,82.0,53.0,104.0,59.0,425.0,180.0,177.0,131.0,1390.0
WAL-MART SUPERCENTER - 3700,111417032090,223.0,84.0,31.0,0.0,36.0,173.0,233.0,204.0,460.0,304.0,1748.0
WAL-MART SUPERCENTER - 3825,37133000203,18.0,6.0,0.0,0.0,78.0,236.0,320.0,158.0,132.0,2.0,950.0
WAL-MART SUPERCENTER - 3864,111196941310,106.0,112.0,0.0,8.0,0.0,368.0,280.0,271.0,174.0,299.0,1618.0
WAL-MART SUPERCENTER - 4224,37035010700,51.0,14.0,0.0,0.0,6.0,164.0,51.0,151.0,48.0,31.0,516.0
WAL-MART SUPERCENTER - 4274,111347082916,491.0,158.0,66.0,51.0,72.0,403.0,313.0,346.0,529.0,817.0,3246.0
WAL-MART SUPERCENTER - 4410,74150020802,121.0,38.0,172.0,19.0,103.0,371.0,384.0,383.0,137.0,469.0,2197.0
WAL-MART SUPERCENTER - 4458,37195000900,34.0,6.0,0.0,20.0,142.0,49.0,197.0,73.0,213.0,113.0,847.0
WAL-MART SUPERCENTER - 4459,37183054206,41.0,114.0,35.0,19.0,21.0,226.0,285.0,172.0,65.0,502.0,1480.0
WAL-MART SUPERCENTER - 4477,74162028822,187.0,67.0,79.0,50.0,140.0,171.0,218.0,170.0,310.0,258.0,1650.0
WAL-MART SUPERCENTER - 4564,148540084211,409.0,110.0,158.0,91.0,181.0,548.0,268.0,412.0,335.0,417.0,2929.0
WAL-MART SUPERCENTER - 4574,148243055203,359.0,300.0,234.0,18.0,341.0,660.0,442.0,1143.0,524.0,535.0,4556.0
WAL-MART SUPERCENTER - 4594,74142061203,66.0,22.0,55.0,34.0,207.0,157.0,120.0,128.0,185.0,80.0,1054.0
WAL-MART SUPERCENTER - 5046,148544084210,85.0,86.0,42.0,47.0,234.0,301.0,114.0,350.0,394.0,210.0,1863.0
WAL-MART SUPERCENTER - 5063,74238011724,227.0,34.0,64.0,37.0,94.0,633.0,396.0,555.0,302.0,266.0,2608.0
WAL-MART SUPERCENTER - 5085,37119004303,5.0,34.0,34.0,0.0,14.0,44.0,169.0,83.0,51.0,136.0,570.0
WAL-MART SUPERCENTER - 5254,37127011101,75.0,0.0,71.0,0.0,401.0,104.0,343.0,153.0,130.0,180.0,1457.0
WAL-MART SUPERCENTER - 5292,37183053513,31.0,35.0,39.0,10.0,98.0,136.0,204.0,154.0,167.0,154.0,1028.0
WAL-MART SUPERCENTER - 5320,74162030911,151.0,99.0,93.0,19.0,310.0,192.0,211.0,194.0,295.0,290.0,1854.0
WAL-MART SUPERCENTER - 5481,259740026096,426.0,262.0,162.0,131.0,690.0,1125.0,697.0,940.0,1083.0,1150.0,6666.0
WAL-MART SUPERCENTER - 5743,74284094210,123.0,151.0,0.0,50.0,151.0,163.0,216.0,292.0,289.0,336.0,1771.0
WAL-MART SUPERCENTER - 5747,37123960402,25.0,0.0,0.0,33.0,19.0,39.0,21.0,14.0,66.0,84.0,301.0
WAL-MART SUPERCENTER - 877,74126926258,181.0,20.0,139.0,17.0,147.0,308.0,290.0,268.0,199.0,286.0,1855.0
WALGREENS - 10085,37183052801,160.0,26.0,54.0,32.0,103.0,101.0,183.0,121.0,180.0,191.0,1151.0
WALGREENS - 10086,111346951006,107.0,14.0,25.0,0.0,52.0,282.0,221.0,415.0,369.0,317.0,1802.0
WALGREENS - 10088,185509015511,307.0,143.0,45.0,278.0,358.0,585.0,613.0,602.0,596.0,603.0,4130.0
WALGREENS - 10089,74134004804,148.0,54.0,131.0,145.0,114.0,196.0,157.0,181.0,229.0,421.0,1776.0
WALGREENS - 10090,37057060104,125.0,41.0,135.0,75.0,30.0,151.0,142.0,175.0,165.0,200.0,1239.0
WALGREENS - 10212,37021000900,32.0,0.0,14.0,0.0,106.0,91.0,90.0,82.0,65.0,76.0,556.0
WALGREENS - 10253,37119005529,119.0,92.0,0.0,0.0,14.0,0.0,30.0,25.0,153.0,94.0,527.0
WALGREENS - 10255,37179020601,136.0,35.0,46.0,0.0,231.0,18.0,118.0,191.0,123.0,129.0,1027.0
WALGREENS - 10274,37099950600,199.0,1292.0,686.0,375.0,722.0,269.0,90.0,215.0,165.0,180.0,4193.0
WALGREENS - 10287,37119006221,0.0,7.0,0.0,0.0,22.0,95.0,159.0,398.0,59.0,48.0,788.0
WALGREENS - 10431,37031970806,106.0,16.0,15.0,6.0,8.0,36.0,100.0,211.0,106.0,121.0,725.0
WALGREENS - 10434,37031970601,25.0,26.0,0.0,20.0,1.0,0.0,13.0,10.0,39.0,72.0,206.0
WALGREENS - 10436,37133000105,196.0,51.0,0.0,0.0,128.0,187.0,113.0,293.0,234.0,349.0,1551.0
WALGREENS - 10541,111549156624,39.0,63.0,11.0,95.0,338.0,774.0,655.0,453.0,286.0,327.0,3041.0
WALGREENS - 10674,74126084116,151.0,93.0,69.0,26.0,78.0,386.0,119.0,475.0,226.0,241.0,1864.0
WALGREENS - 10675,37001021500,92.0,35.0,20.0,0.0,38.0,226.0,37.0,159.0,154.0,225.0,986.0
WALGREENS - 10707,37081016204,66.0,73.0,56.0,134.0,16.0,6.0,183.0,153.0,224.0,205.0,1116.0
WALGREENS - 10886,74265891200,107.0,94.0,8.0,149.0,99.0,82.0,199.0,177.0,199.0,246.0,1360.0
WALGREENS - 10891,37071031204,33.0,0.0,0.0,0.0,59.0,0.0,111.0,6.0,60.0,70.0,339.0
WALGREENS - 11088,37153970700,39.0,0.0,0.0,0.0,14.0,162.0,28.0,270.0,56.0,50.0,619.0
WALGREENS - 11200,37063001710,235.0,176.0,13.0,34.0,72.0,264.0,219.0,109.0,226.0,130.0,1478.0
WALGREENS - 11202,74260964405,311.0,195.0,89.0,40.0,91.0,330.0,346.0,171.0,194.0,213.0,1980.0
WALGREENS - 11251,74358042021,345.0,127.0,82.0,0.0,170.0,19.0,296.0,374.0,557.0,824.0,2794.0
WALGREENS - 11312,37183052809,72.0,70.0,26.0,6.0,45.0,75.0,94.0,59.0,124.0,101.0,672.0
WALGREENS - 11352,74258022905,34.0,115.0,104.0,128.0,106.0,199.0,150.0,49.0,421.0,159.0,1465.0
WALGREENS - 11396,37119006015,141.0,58.0,80.0,22.0,25.0,53.0,139.0,180.0,174.0,211.0,1083.0
WALGREENS - 11629,148256061414,280.0,213.0,107.0,76.0,216.0,274.0,490.0,657.0,531.0,607.0,3451.0
WALGREENS - 11693,37107011202,141.0,3.0,33.0,40.0,44.0,115.0,121.0,211.0,86.0,192.0,986.0
WALGREENS - 11712,74120942503,423.0,211.0,92.0,9.0,265.0,207.0,542.0,342.0,670.0,567.0,3328.0
WALGREENS - 11713,37037020600,3.0,0.0,28.0,3.0,100.0,35.0,251.0,105.0,137.0,117.0,779.0
WALGREENS - 11837,148076081629,138.0,32.0,0.0,53.0,102.0,147.0,173.0,95.0,259.0,285.0,1284.0
WALGREENS - 11838,37127010700,23.0,6.0,10.0,0.0,0.0,104.0,68.0,81.0,57.0,76.0,425.0
WALGREENS - 11892,37097061603,132.0,22.0,100.0,0.0,69.0,317.0,227.0,167.0,212.0,137.0,1383.0
WALGREENS - 11893,37163970802,38.0,27.0,96.0,91.0,61.0,122.0,133.0,118.0,220.0,92.0,998.0
WALGREENS - 11894,74198013323,125.0,99.0,227.0,411.0,655.0,204.0,177.0,147.0,169.0,258.0,2472.0
WALGREENS - 12045,74162028718,159.0,0.0,51.0,0.0,294.0,719.0,519.0,186.0,341.0,207.0,2476.0
WALGREENS - 12046,37147001305,6.0,8.0,0.0,0.0,64.0,238.0,119.0,117.0,181.0,154.0,887.0
WALGREENS - 12283,74162026505,251.0,441.0,165.0,31.0,58.0,355.0,63.0,110.0,220.0,165.0,1859.0
WALGREENS - 12349,37077970200,135.0,62.0,0.0,14.0,51.0,217.0,49.0,84.0,69.0,151.0,832.0
WALGREENS - 12350,148476023398,264.0,82.0,9.0,58.0,146.0,618.0,428.0,684.0,828.0,712.0,3829.0
WALGREENS - 12437,74302062503,74.0,0.0,132.0,27.0,196.0,212.0,198.0,234.0,196.0,137.0,1406.0
WALGREENS - 12484,37097061202,104.0,50.0,287.0,0.0,61.0,224.0,97.0,144.0,387.0,219.0,1573.0
WALGREENS - 1253,74148018603,247.0,95.0,84.0,79.0,153.0,492.0,500.0,414.0,451.0,347.0,2862.0
WALGREENS - 12562,37067004102,55.0,37.0,33.0,0.0,17.0,75.0,23.0,78.0,25.0,101.0,444.0
WALGREENS - 12630,74219881000,157.0,51.0,10.0,61.0,124.0,363.0,162.0,113.0,248.0,296.0,1585.0
WALGREENS - 12779,37021001801,19.0,0.0,0.0,0.0,87.0,65.0,163.0,65.0,44.0,81.0,524.0
WALGREENS - 1376,74238003935,139.0,64.0,9.0,39.0,102.0,270.0,196.0,193.0,283.0,332.0,1627.0
WALGREENS - 13960,148641943203,431.0,222.0,110.0,66.0,246.0,497.0,362.0,341.0,552.0,406.0,3233.0
WALGREENS - 1560,185343996022,371.0,234.0,19.0,131.0,369.0,505.0,693.0,880.0,574.0,756.0,4532.0
WALGREENS - 1611,111403126730,303.0,199.0,20.0,18.0,528.0,652.0,467.0,579.0,563.0,659.0,3988.0
WALGREENS - 2222,74187910603,163.0,27.0,0.0,0.0,50.0,164.0,92.0,220.0,102.0,176.0,994.0
WALGREENS - 2540,74379841502,165.0,95.0,187.0,149.0,250.0,177.0,126.0,191.0,193.0,97.0,1630.0
WALGREENS - 2696,37097060601,219.0,66.0,74.0,18.0,257.0,20.0,193.0,313.0,89.0,198.0,1447.0
WALGREENS - 4546,37119001608,144.0,96.0,111.0,45.0,105.0,78.0,131.0,152.0,64.0,123.0,1049.0
WALGREENS - 4547,37119005604,8.0,1306.0,482.0,181.0,179.0,105.0,26.0,5.0,26.0,21.0,2339.0
WALGREENS - 4843,74190034607,293.0,113.0,25.0,60.0,276.0,269.0,267.0,275.0,307.0,222.0,2107.0
WALGREENS - 4869,148476016025,374.0,334.0,136.0,130.0,305.0,486.0,815.0,819.0,684.0,568.0,4651.0
WALGREENS - 4870,148194132315,350.0,211.0,134.0,30.0,255.0,589.0,584.0,937.0,754.0,896.0,4740.0
WALGREENS - 5761,37071031705,41.0,12.0,8.0,27.0,28.0,0.0,102.0,56.0,54.0,4.0,332.0
WALGREENS - 6315,259465172828,597.0,954.0,244.0,213.0,527.0,972.0,815.0,1097.0,816.0,1007.0,7242.0
WALGREENS - 6479,37119003109,144.0,56.0,30.0,42.0,124.0,492.0,110.0,201.0,167.0,123.0,1489.0
WALGREENS - 6547,74176953502,95.0,51.0,0.0,26.0,105.0,173.0,380.0,98.0,155.0,105.0,1188.0
WALGREENS - 6616,111513106730,281.0,137.0,189.0,186.0,264.0,437.0,708.0,404.0,827.0,657.0,4090.0
WALGREENS - 6742,37119004600,55.0,11.0,0.0,0.0,57.0,12.0,82.0,49.0,74.0,127.0,467.0
WALGREENS - 6812,37067003402,89.0,30.0,9.0,25.0,90.0,53.0,48.0,75.0,85.0,81.0,585.0
WALGREENS - 6813,185405059209,191.0,2583.0,820.0,571.0,1031.0,779.0,773.0,729.0,316.0,367.0,8160.0
WALGREENS - 6926,37195000200,18.0,11.0,12.0,45.0,21.0,4.0,0.0,49.0,29.0,33.0,222.0
WALGREENS - 6927,37195000502,59.0,124.0,7.0,7.0,126.0,204.0,238.0,185.0,0.0,179.0,1129.0
WALGREENS - 6951,37129010600,27.0,0.0,0.0,0.0,66.0,174.0,226.0,45.0,138.0,164.0,840.0
WALGREENS - 7096,74102006009,70.0,114.0,257.0,90.0,241.0,238.0,144.0,179.0,229.0,121.0,1683.0
WALGREENS - 7153,74102004707,335.0,66.0,85.0,61.0,241.0,335.0,343.0,294.0,447.0,348.0,2555.0
WALGREENS - 7168,37183052802,144.0,64.0,63.0,0.0,104.0,307.0,407.0,324.0,138.0,129.0,1680.0
WALGREENS - 7169,37183051900,101.0,25.0,29.0,45.0,71.0,283.0,196.0,171.0,125.0,122.0,1168.0
WALGREENS - 7170,37183053109,274.0,78.0,171.0,151.0,69.0,477.0,157.0,444.0,420.0,418.0,2659.0
WALGREENS - 7278,37159050500,42.0,372.0,123.0,48.0,97.0,18.0,23.0,44.0,124.0,105.0,996.0
WALGREENS - 7280,74208092204,245.0,229.0,27.0,54.0,353.0,201.0,190.0,347.0,184.0,249.0,2079.0
WALGREENS - 7317,148636131034,139.0,717.0,365.0,326.0,453.0,855.0,421.0,568.0,304.0,512.0,4660.0
WALGREENS - 7341,37037020201,145.0,14.0,0.0,48.0,47.0,87.0,173.0,34.0,28.0,111.0,687.0
WALGREENS - 7342,37119003013,74.0,0.0,0.0,0.0,49.0,55.0,183.0,49.0,182.0,285.0,877.0
WALGREENS - 7365,37183053419,92.0,56.0,0.0,6.0,54.0,344.0,68.0,105.0,69.0,136.0,930.0
WALGREENS - 7397,37067003905,162.0,58.0,17.0,0.0,236.0,401.0,121.0,83.0,84.0,201.0,1363.0
WALGREENS - 7401,111477046370,109.0,225.0,73.0,26.0,330.0,335.0,405.0,560.0,391.0,252.0,2706.0
WALGREENS - 7476,37055970302,14.0,25.0,0.0,0.0,112.0,80.0,56.0,79.0,18.0,203.0,587.0
WALGREENS - 7549,111493115311,519.0,178.0,37.0,74.0,555.0,416.0,875.0,819.0,881.0,1161.0,5515.0
WALGREENS - 7622,74292042604,218.0,27.0,48.0,0.0,41.0,60.0,163.0,32.0,167.0,249.0,1005.0
WALGREENS - 7646,111071054504,293.0,88.0,25.0,53.0,117.0,344.0,374.0,335.0,369.0,537.0,2535.0
WALGREENS - 7647,74134002002,199.0,99.0,44.0,18.0,37.0,279.0,61.0,252.0,219.0,228.0,1436.0
WALGREENS - 7699,37167930102,83.0,35.0,6.0,24.0,45.0,161.0,88.0,196.0,99.0,74.0,811.0
WALGREENS - 7748,37031970801,29.0,32.0,20.0,54.0,18.0,0.0,56.0,176.0,109.0,44.0,538.0
WALGREENS - 7749,37019020510,29.0,0.0,60.0,193.0,33.0,47.0,30.0,43.0,31.0,68.0,534.0
WALGREENS - 7767,74144048114,142.0,17.0,21.0,237.0,178.0,482.0,513.0,338.0,148.0,467.0,2543.0
WALGREENS - 7805,74154923002,55.0,70.0,6.0,90.0,78.0,47.0,138.0,106.0,96.0,300.0,986.0
WALGREENS - 7823,37021002206,86.0,29.0,0.0,0.0,12.0,116.0,233.0,111.0,59.0,138.0,784.0
WALGREENS - 7859,74238982800,23.0,30.0,9.0,0.0,124.0,252.0,124.0,81.0,67.0,35.0,745.0
WALGREENS - 7919,74258023211,90.0,123.0,198.0,152.0,260.0,546.0,556.0,190.0,304.0,73.0,2492.0
WALGREENS - 7981,111277044514,271.0,31.0,0.0,0.0,49.0,443.0,435.0,256.0,302.0,260.0,2047.0
WALGREENS - 9091,74140096506,150.0,71.0,136.0,27.0,146.0,269.0,242.0,428.0,232.0,469.0,2170.0
WALGREENS - 9156,37183054224,48.0,135.0,0.0,17.0,24.0,177.0,164.0,285.0,152.0,123.0,1125.0
WALGREENS - 9191,37067000900,4.0,378.0,121.0,60.0,375.0,286.0,155.0,51.0,46.0,88.0,1564.0
WALGREENS - 9434,74186111301,208.0,30.0,55.0,126.0,59.0,255.0,438.0,190.0,196.0,278.0,1835.0
WALGREENS - 9458,111063007813,123.0,207.0,49.0,44.0,131.0,315.0,267.0,312.0,353.0,588.0,2389.0
WALGREENS - 9462,37051001603,67.0,70.0,19.0,12.0,92.0,182.0,167.0,140.0,65.0,119.0,933.0
WALGREENS - 9527,111219087701,210.0,88.0,52.0,42.0,106.0,232.0,328.0,316.0,399.0,282.0,2055.0
WALGREENS - 9558,74178077204,114.0,124.0,40.0,22.0,71.0,96.0,133.0,99.0,317.0,325.0,1341.0
WALGREENS - 9562,74311881101,201.0,84.0,0.0,75.0,150.0,255.0,94.0,228.0,461.0,232.0,1780.0
